Natural Philosophy,Will,Science,Class2,Fly,Description,Ranged,Manipulation,Skills,UniqueMonster,subtype1,subtype5,Initiative,Type,Disable Device,id,Escape Artist,Swim,Occult,MR,Mythic,Class1,MT,Stealth,Bluff,Int,Politics,Knowledge (geography),subtype4,RacialMods,Str,Weaponry,Wis,AC_Flat-footed,Computer,Dexterity,subtype6,OtherGear,Appraise,Crafts,Willpower,Speed_Special,Climb,Class1_Lvl,Organization,Persuasion,Empathy,AC,Burrow_Speed,Base_Speed,Knowledge (history),Gear,Knowledge (nature),Profession,Larceny,Exoterica,Size,Armor,Linguistics,Heal,Knowledge (engineering),Speed_Land,Expression,subtype3,Animal Ken,Knowledge (planes),Sleight of Hand,Class2_Lvl,Knowledge (dungeoneering),Brawl,Fly_Speed,Melee,Drive,Wits,Perform,Alignment,Streetwise,Reach,Socialize,Knowledge (nobility),Name,Fort,Strength,Spellcraft,Athletics,Ride,CharacterFlag,Ref,subtype2,Integrity,Maneuverability,Composure,"Source
",Stamina,Intimidation,Medicine,Resolve,Feats,ClassArchetypes,Burrow,CR,Intelligence,Defense,Craft,AC_Touch,Dex,Health,Presence,Languages,Subterfuge,SQ,CofDRanged,Environment,VariantParent,Use Magic Device,Sense Motive,Handle Animal,Climb_Speed,AlternateNameForm,Treasure,Speed,Group,Investigation,Diplomacy,Academics,CofDMelee,Knowledge (arcana),Firearms,HP,Acrobatics,Disguise,XP,Knowledge (local),CompanionFlag,CompanionFamiliarLink,Space,Race,Survival,Intimidate,Con,Perception,Knowledge (religion),HD,Cha,Swim_Speed
1,20,1,,0,,,7,"Diplomacy +31, Intimidate +34, Knowledge (arcana) +28, Knowledge (nature) +28, Knowledge (dungeoneering) +12, Knowledge (engineering) +12, Knowledge (geography) +12, Knowledge (local) +12, Knowledge (planes) +12, Perception +35 (+39 with hive mind), Sense Motive +12, Spellcraft +28",0,,,5,monstrous humanoid,0,5226,0,0,1,0,0,,0,0,0,19,0,1,,,6,1,18,32,4,1,,,0,4,8,,0,,"hive (1 plus 300-5,000 formians)",1,1,32,,5,0,,1,0,0,0,8,4,0,0,1,1,7,,1,1,0,,1,1,,2 claws +33 (4d8+10),0,4,0,LN,1,10,1,0,Formian Queen,15,1,1,0,0,0,13,,6,,4,PFRPG Bestiary 4,5,1,0,4,"Alertness, Blind-Fight, Combat Casting, Craft Wondrous Item, Empower Spell-Like Ability (cone of cold), Great Fortitude, Improved Initiative, Iron Will, Lightning Reflexes, Quicken Spell-Like Ability (magic missile), Spell Penetration, Toughness",,0,17,4,4,0,6,5,13,7,"Common, Dwarven, Terran, Undercommon; telepathy 200 ft.",0,"formian traits, hive frenzy",,warm or temperate land or underground,,0,1,0,,,triple,7,Formian,0,1,0,"[['2 claws ', 5]]",1,1,276,0,0,"102,400",1,0,NULL,10,,0,1,20,1,0,24d10+144,25,
0,10,0,,0,,dart +12/+7 (1d4+3),4,"Appraise +6, Bluff +9, Climb +11, Craft (armor) +9, Diplomacy +14, Perception +16 (+20 with hive mind), Sense Motive +8, Spellcraft +6",0,,,5,monstrous humanoid,0,5227,0,0,0,0,0,,0,0,1,13,0,0,,,17,0,16,18,1,2,,,1,1,6,,1,,"solitary, work crew (1 plus 6-12 workers), band (1 plus 3-15 workers and 5-8 warriors), embassy (2-6)",1,1,20,,40,0,,0,0,0,0,5,4,0,0,0,1,4,,0,0,0,,0,0,,"sting +13 (1d4+3 plus poison), 2 claws +13 (1d4+3)",0,3,0,LN,0,5,1,0,Formian Taskmaster,6,3,1,0,0,0,9,,6,,3,PFRPG Bestiary 4,3,0,0,3,"Combat Casting, Point-Blank Shot, Quick Draw, Rapid Shot, Spell Focus (enchantment)",,0,7,1,3,0,12,14,8,4,Common; telepathy 120 ft.,1,"formian traits, mental motivator (20 rounds/day)","[['dart ', 5]]",warm or temperate land or underground,,0,1,0,,,"standard (10 darts, other treasure)",10,Formian,1,1,0,"[['sting ', 1], [' 2 claws ', 1]]",0,0,85,0,0,"3,200",0,0,NULL,5,,0,0,16,1,0,10d10+30,19,
0,4,0,,0,,javelin +7 (1d6+2 plus poison),1,"Acrobatics +10 (+14 when jumping), Climb +8, Intimidate +8, Perception +7 (+11 with hive mind), Stealth +7",0,,,4,monstrous humanoid,0,5228,0,0,0,0,0,,0,1,0,11,0,0,,,14,0,10,14,1,3,,,0,1,2,,1,,"solitary, pair, band (5-8 plus 3-15 workers and 1 taskmaster), or patrol (3-12)",0,0,17,,40,0,,0,0,0,0,5,4,0,0,0,1,1,,0,0,0,,0,0,,"sting +6 (1d4+2 plus poison), 2 claws +6 (1d4+2 plus grab)",0,1,0,LN,0,5,0,0,Formian Warrior,3,2,0,1,0,0,7,,6,,1,PFRPG Bestiary 4,2,1,0,1,"Skill Focus (Acrobatics), Step Up",,0,3,1,4,0,13,17,7,1,Common; telepathy 60 ft.,0,"coordinate, formian traits","[['javelin ', 2]]",warm or temperate land or underground,,0,0,0,,,"standard (6 javelins, other treasure)",10,Formian,0,0,0,"[['sting ', 1], [' 2 claws ', 1]]",0,0,30,1,0,800,0,0,NULL,5,,0,1,15,1,0,4d10+8,12,
1,2,1,,0,,,1,"Climb +5, Knowledge (engineering) +4, Perception +4 (+8 with hive mind), Profession (miner) +7",0,,,2,monstrous humanoid,0,5229,0,0,0,0,0,,0,0,0,10,0,0,,,13,0,10,12,1,1,,,0,1,2,,1,,"solitary, work crew (6-12 plus 1 taskmaster), band (3-15 plus 5-8 warriors and 1 taskmaster).",0,0,12,,40,0,,0,0,0,0,4,4,0,0,1,1,1,,0,0,0,,0,0,,bite +3 (1d6+1),0,1,0,LN,0,5,0,0,Formian Worker,1,1,0,0,0,0,2,,6,,1,PFRPG Bestiary 4,1,0,0,1,Skill Focus (Profession [miner]),,1,0.50,1,1,0,11,10,5,1,"Common, telepathy 60 ft.",0,"able assistant, formian traits, peerless bearer",,warm or temperate land or underground,,0,0,0,,,incidental (occasionally a 10-50 gp gem embedded into a worker's carapace),7,Formian,0,0,0,"[['bite ', 2]]",0,0,6,0,0,200,0,0,NULL,5,,0,0,13,1,0,1d10+1,9,
0,12,0,,0,,,4,"Knowledge (arcana) +15, Knowledge (religion) +15, Perception +16, Sense Motive +19, Spellcraft +15",0,augmented humanoid,,6,undead,0,1810,0,0,1,0,0,cleric,0,0,0,13,0,0,,,20,0,21,21,1,1,,,0,1,10,,0,11,solitary,0,1,21,,20,0,,0,0,0,1,5,4,0,0,0,1,4,,0,0,0,,0,0,,+1 scythe +15/+10 (2d4+8/19-20/x4),0,5,0,NE,0,5,0,0,Forsaken Lich,7,5,1,0,0,0,3,,2,,5,AP 48,1,0,0,5,"Combat Expertise, Craft Wondrous Item, Extra Channel, Improved Critical (scythe), Improved Trip, Selective Channeling, Weapon Focus (scythe)",,0,12,1,5,0,11,10,6,4,"Common, Necril",0,death's embrace,,any,,0,1,0,,,"NPC gear (+1 breastplate, +1 scythe, ring of protection +1)",11,,0,0,0,"[['1 scythe ', 5]]",1,0,97,0,0,"12,800",0,0,NULL,5,Human lich,0,0,-,1,1,11d8+44,18,
0,8,0,,0,,,5,"Bluff +17, Diplomacy +9, Knowledge (geography) +6, Knowledge (nature) +10, Perception +16, Perform (sing) +10, Perform (string) +21, Sense Motive +16, Sleight of Hand +10, Stealth +15, Swim +18",0,aquatic,,5,fey,0,5230,0,1,0,0,0,,0,1,1,12,0,1,,"+4 Perform (string), +4 Swim",10,1,14,14,1,3,,,0,1,4,,0,,solitary,1,1,18,,30,0,,1,0,1,0,5,4,0,0,0,1,5,,1,0,1,,0,0,,2 slams +8 (2d6),0,2,0,NE,0,5,1,0,Fossegrim,5,1,0,0,0,0,9,,2,,2,PFRPG Bestiary 4,2,0,0,2,"Alertness, Dodge, Improved Initiative, Weapon Finesse, Weapon Focus (slam)",,0,4,1,3,0,14,17,7,5,"Common, Sylvan",1,"amphibious, transparency, treasure form",,cold or temperate water (waterfalls),NULL,0,1,0,,,"standard (mwk harp or violin, other treasure)",9,,0,1,0,"[['2 slams ', 3]]",0,1,41,0,0,"1,200",0,0,NULL,5,,0,0,15,1,0,9d6+19,21,40
0,5,0,,0,,,1,,0,,,2,construct,0,2085,0,0,0,0,0,,0,0,0,-,0,0,,,25,1,10,25,1,1,,,0,1,2,,0,,solitary or gang (2-4),0,0,26,,30,0,,0,0,0,0,20,4,0,0,0,1,1,,0,0,0,,0,1,,2 bites +20 (6d6+7 plus petrification),0,1,0,N,0,15,0,0,Fossil Golem,5,7,0,0,0,0,6,,5,,1,PFRPG Bestiary 3,1,0,0,1,Combat ReflexesB,,0,12,1,1,0,9,13,21,1,,0,,,any,NULL,0,0,0,,,none,13,Golem,0,0,0,"[['2 bites ', 5]]",0,1,122,0,0,"19,200",0,0,NULL,15,,0,0,-,0,0,15d10+40,1,
0,5,0,,0,,,1,"Perception +9, Stealth +10 (+18 in undergrowth)",0,,,2,plant,0,4946,0,0,0,0,0,,0,1,0,1,0,0,,+8 Stealth in undergrowth,25,0,12,19,1,1,,,0,1,2,,0,,solitary,0,0,20,,10,0,,0,0,0,0,8,4,0,0,0,1,1,,0,0,0,,0,0,,"2 tendrils +16 (1d6+7 plus grab), bite +15 (2d6+10)",0,1,0,N,0,10 (20 with tendril),0,0,Fountain Fungus,15,7,0,0,0,0,5,,5,,1,Tome of Horrors 4,5,0,0,1,"Cleave, Great Fortitude, Improved Initiative, Power Attack, Skill Focus (Stealth), Weapon Focus (tendril)",,0,8,1,1,0,10,13,13,1,,0,camouflage,,any non-cold,NULL,0,0,0,,,incidental,13,,0,0,0,"[['2 tendrils ', 2], [' bite ', 3]]",0,0,114,0,0,"4,800",0,0,NULL,10,,0,0,20,1,0,12d8+60,6,
0,4,0,,0,,,1,"Handle Animal +1, Perception +6, Ride +6, Stealth +6, Survival +6, Swim +15",0,aquatic,,2,monstrous humanoid,0,2877,0,1,0,0,0,,0,1,0,14,0,0,,,14,0,13,15,2,1,,,0,2,2,,0,,"solitary, pair, unit (1 plus 3-18 sahuagin), royal guard (2-8 plus 1 sahuagin chieftain of 4th level)",0,0,16,,30,0,,0,0,0,0,5,4,0,0,0,1,1,,0,0,0,,0,0,,"trident +4 (1d8+2), bite +2 (1d4+1), 2 claws +4 (1d4+2) or bite +4 (1d4+1), 4 claws +4 (1d4+2)",1,1,0,LE,0,5,0,0,Four-armed,4,2,0,0,1,0,4,,3,,1,AP 56,2,0,0,1,"Great Fortitude, MultiattackB, ToughnessB",,0,3,2,1,0,11,13,7,1,"Aquan, Common; speak with sharks",0,,,temperate or warm ocean,,0,0,1,,,"NPC gear (trident, other treasure)",8,Sahuagin Mutant,0,0,0,"[['trident ', 2], [' bite ', 1], [' 2 claws ', 1], [' 4 claws ', 1]]",0,0,18,0,0,800,0,0,NULL,5,,1,0,14,1,0,2d10+7,9,
0,5,0,,1,,,1,"Fly +12, Perception +9, Stealth +11 (+15 stony environs)",0,earth,,3,monstrous humanoid,0,2617,0,0,0,0,0,,0,1,0,6,0,0,,"+2 Perception, Stealth (+6 Stealth in stony environs)",15,1,11,14,1,2,,,0,1,2,,0,,"solitary, pair, or wing (5-16)",0,0,16,,40,0,,0,0,0,0,5,4,0,0,0,1,1,,0,0,0,,0,1,,"4 claws +8 (1d6+2), bite +8 (1d6+2), gore +8 (1d6+2)",0,1,0,CE,0,5,0,0,Four-armed Gargoyle,6,2,0,0,0,0,7,,1,average,1,Tome of Horrors Complete,4,0,0,1,"Hover, Improved Initiative, Skill Focus (Fly)",,0,5,1,2,0,12,14,9,1,"Common, Terran",0,freeze,,"any land, aquatic, and underground",,0,0,0,,,standard,9,Gargoyle,0,0,0,"[['4 claws ', 2], [' bite ', 2], [' gore ', 2]]",0,1,57,0,0,"1,600",0,0,NULL,5,,0,0,18,1,0,6d10+24,7,
0,1,0,,0,,,1,"Acrobatics +2 (+10 when jumping), Perception +8, Stealth +10, Survival +1 (+5 scent tracking)",0,,,3,animal,0,2059,0,0,0,0,0,,0,1,0,2,0,0,,"+4 Acrobatics when jumping, +4 Survival when tracking by scent",9,0,12,12,1,2,,,0,1,2,,0,,"solitary, pair, or skulk (3-12)",0,0,14,,40,0,,0,0,0,0,3,4,0,0,0,1,1,,0,0,0,,0,0,,bite +1 (1d3-1),0,1,0,N,0,0,0,0,Fox,3,1,0,1,0,0,4,,5,,1,PFRPG Bestiary 3,1,0,0,1,Skill Focus (Perception),,0,0.25,1,3,0,14,15,4,1,,0,,,any,,0,0,0,,,none,8,Familiar,0,0,0,"[['bite ', 1]]",0,0,5,1,0,100,0,0,NULL,2/1/2002,,1,0,13,1,0,1d8+1,6,
0,1,0,,0,,,1,"Acrobatics +5, Perception +5, Stealth +15, Survival +5",0,,,4,animal,0,3463,0,0,0,0,0,,0,1,0,2,0,0,,"+2 Acrobatics, +4 Perception, +4 Stealth, +4 Survival",8,0,12,12,1,3,,,0,1,2,,0,,solitary,0,0,15,,40,0,,0,0,0,0,4,4,0,0,0,1,1,,0,0,0,,0,0,,bite +4 (1d4-1),0,1,0,N,0,5,0,0,Fox,2,1,0,1,0,0,5,,5,,1,Tome of Horrors Complete,1,0,0,1,Weapon Finesse,,0,0.33,1,4,0,14,17,5,1,,0,,,cold and temperate forests and plains,,0,0,0,,,none,9,,0,0,0,"[['bite ', 1]]",0,0,4,1,0,135,0,0,NULL,5,,1,0,10,1,0,1d8,6,
0,29,0,,1,,,10,"Bluff +57, Diplomacy +53, Disguise +12, Escape Artist +44, Fly +51, Knowledge (arcana) +50, Knowledge (history) +47, Knowledge (nobility) +50, Knowledge (planes) +50, Knowledge (religion) +47, Perception +58, Sense Motive +50, Spellcraft +50, Survival +47",0,chaotic,,11,outsider,0,2460,1,0,1,0,0,,0,0,1,24,1,0,extraplanar,+8 Perception,39,0,24,45,7,4,,,0,7,14,,0,,solitary or troupe (Fraz-Urb'luu plus 2-4 nalfeshnees or 1-2 balors),1,1,49,,40,1,,0,0,0,1,20,4,0,0,0,1,10,evil,0,1,0,,0,0,,"2 slams +53 (2d8+14 plus grab/19-20), bite +52 (3d6+14), tail slash +47 (2d8+21)",0,7,0,CE,0,15,1,1,Fraz-urb'luu,41,14,1,0,0,0,17,demon,1,perfect,7,Tome of Horrors Complete,17,0,0,7,"Awesome Blow, Cleave, Craft Staff, Critical Focus, Deceitful, Extend Spell, Empower Spell, Enlarge Spell, Great Fortitude, Improved Bull Rush, Improved Critical (slam), Improved Initiative, Improved Sunder, Maximize Spell, Power Attack, Quicken Spell-Like Ability (prismatic spray), Staggering Critical, Stunning Critical, Weapon Focus (slam), Widen Spell",,0,29,7,7,0,29,18,37,10,"Abyssal, Celestial, Common, Daemonic, Draconic, Giant, Goblin, Infernal; telepathy 100 ft.",1,planar omniscience,,any (Abyss),,0,1,0,,,triple standard,23,Demon Lord,0,1,1,"[['2 slams ', 5], [' bite ', 5], [' tail slash ', 5]]",1,0,900,0,1,"6,560,000",0,0,NULL,15,,1,0,44,1,1,40d10+680,30,
0,-4,0,,0,,,1,Swim +12,0,cold,,4,ooze,0,5231,0,1,0,0,0,,0,0,0,-,0,0,,,18,1,1,13,1,3,,,0,1,2,,0,,solitary,0,0,16,,20,0,,0,0,0,0,8,4,0,0,0,1,1,,0,0,0,,0,1,,slam +6 (2d4+6/19-20 plus 1d6 cold and grab),0,1,0,N,0,5,0,0,Freezing Flow,6,4,0,0,0,0,3,water,5,,1,PFRPG Bestiary 4,5,0,0,1,,,0,4,1,3,0,12,16,13,1,,0,crystalline,,any cold,NULL,0,0,0,,,none,12,,0,0,0,"[['slam ', 2]]",0,1,47,0,0,"1,200",0,0,NULL,10,,0,0,20,0,0,5d8+25,1,20
0,3,0,,0,,,1,Acrobatics +0 (+8 jumping),0,,,2,construct,0,5071,0,0,0,0,0,,0,0,0,-,0,0,,+8 Acrobatics when jumping,21,1,11,20,1,1,,,0,1,2,,0,,solitary or pair,0,0,20,,20,0,,0,0,0,0,8,4,0,0,0,1,1,,0,0,0,,0,1,,bite +13 (2d6+7),0,1,0,N,0,5,0,0,Frog Stone Idol,3,5,0,1,0,0,3,,5,,1,Tome of Horrors 4,1,0,0,1,,,0,6,1,2,0,9,10,9,1,,0,"powerful leaper, site bound",,any,,0,0,0,,,none,11,Stone Idol,0,0,0,"[['bite ', 3]]",0,1,79,1,0,"2,400",0,0,NULL,10,,0,0,-,0,0,9d10+30,1,
0,11,0,,0,,,1,"Perception +16, Stealth +14 (+22 in marshes), Swim +18",0,,,2,aberration,0,195,0,1,0,0,0,,0,1,0,2,0,0,,"+8 Perception, +8 Stealth in marshes",30,1,13,27,1,1,,,0,1,2,,0,,solitary,0,0,28,,20,0,,0,0,0,0,20,4,0,0,0,1,1,,0,0,0,,0,1,,"bite +20 (2d6+10/19-20 plus grab), 4 tentacles +18 (1d8+5 plus grab), tongue +18 (1d4+5 plus grab)",0,1,0,N,0,15 (30 with tongue),0,0,Froghemoth,12,10,0,0,0,0,8,,5,,1,PFRPG Bestiary,7,0,0,1,"Cleave, Improved Critical (bite), Improved Initiative, Lightning Reflexes, Lunge, Multiattack, Power Attack, Skill Focus (Stealth)",,0,13,1,1,0,9,13,27,1,,0,,,temperate marsh,,0,0,0,,,standard,16,,0,0,0,"[['bite ', 3], [' 4 tentacles ', 2], [' tongue ', 1]]",0,1,184,0,0,"25,600",0,0,NULL,15,,0,0,24,1,0,16d8+112,11,30
0,11,0,,0,,,1,"Perception +16, Stealth +14 (+22 in marshes), Swim +18",0,,,2,aberration,0,2609,0,1,0,0,0,,0,1,0,2,0,0,,"+8 Perception, +8 Stealth in marshes",30,1,13,27,1,1,,,0,1,2,,0,,solitary,0,0,28,,20,0,,0,0,0,0,20,4,0,0,0,1,1,,0,0,0,,0,1,,"bite +20 (2d6+10/19-20), 4 tentacles +18 (1d8+5 plus grab), tongue +18 (1d4+5 plus grab)",0,1,0,N,0,15 (30 with tongue),0,0,Froghemoth,12,10,0,0,0,0,8,,5,,1,Tome of Horrors Complete,7,0,0,1,"Cleave, Improved Critical (bite), Improved Initiative, Lightning Reflexes, Lunge, Multiattack, Power Attack, Skill Focus (Stealth)",,0,13,1,1,0,9,13,27,1,,0,,,temperate marsh,,0,0,0,,,standard,16,,0,0,0,"[['bite ', 3], [' 4 tentacles ', 2], [' tongue ', 1]]",0,1,184,0,0,"25,600",0,0,NULL,15,,0,0,24,1,0,16d8+112,11,
0,5,0,,1,,,1,"Climb +17, Fly +10, Intimidate +12, Perception +10, Stealth +8",0,cold,,2,dragon,0,1189,0,0,0,0,0,,0,1,0,8,0,0,,,22,1,9,19,1,1,,,0,1,2,,1,,"solitary, pair, or rampage (3-12)",0,0,20,20,20,0,,0,0,0,0,8,4,0,0,0,1,1,,0,0,0,,0,1,,"bite +13 (2d6+6 plus 1d6 cold), tail slap +8 (1d8+3)",0,1,0,CE,0,10,0,0,Frost Drake,10,6,0,0,0,0,7,,1,,1,PFRPG Bestiary 2,4,1,0,1,"Flyby Attack, Improved Initiative, Power Attack, Vital Strike",,1,7,1,1,0,10,13,12,1,Draconic,0,"speed surge, icewalking",,cold mountains,,0,0,0,,,standard,12,Drake,0,0,0,"[['bite ', 3], [' tail slap ', 2]]",0,1,84,0,0,"3,200",0,0,NULL,10,,0,1,18,1,0,8d12+32,13,
0,4,0,,1,,,1,"Climb +4, Fly +8, Intimidate +4, Perception +7, Stealth +17",0,cold,,4,dragon,0,4808,0,0,0,0,0,,0,1,0,6,0,0,,,8,0,13,14,1,3,,,0,1,2,,1,,solitary or band (2-4),0,0,17,,20,0,,0,0,0,0,3,4,0,0,0,1,1,,0,0,0,,0,0,40,bite +8 (1d6-1 plus 1d4 cold),0,1,0,N,0,0,0,0,Frost Drakeling,5,1,0,0,0,0,6,,5,,1,Tome of Horrors 4,2,1,0,1,"Flyby Attack, Weapon Finesse",,1,3,1,3,0,15,17,5,1,Draconic,0,icewalking,,cold hills and mountains,NULL,0,0,0,,,standard,9,Drakeling,0,0,0,"[['bite ', 1]]",0,0,25,0,0,800,0,0,NULL,2-Jan,,0,1,14,1,0,3d12+6,8,
0,1,0,,0,,,1,"Craft (any) +5, Perception +1, Stealth +0 (+4 in snow), Survival +6",0,cold,,2,humanoid,0,4811,0,0,0,0,0,,0,1,0,11,0,0,,+4 Stealth in snow,13,0,13,13,1,1,,,0,1,2,,0,,"Team (2-4), squad (9-16 plus 3 3rd-level sergeants and 1 leader of 3rd-8th level, or clan (30-100 plus 30% non-combatants plus 1 3rd level sergeant per 10 adults, 5 5th-level lieutenants, and 3 7th level captains, or jarldom (2-6 clans plus one jarl or king of level 10+)",0,0,13,,20,0,,0,0,0,0,5,4,0,0,0,1,1,,0,0,0,,0,0,,battleaxe +3 (1d8+1 plus 1d4 cold),0,1,0,CN,0,5,0,0,Frost Dwarf,5,1,0,0,0,0,0,dwarf,4,,1,Tome of Horrors 4,2,0,0,1,Weapon Focus (battleaxe),,0,1,1,1,0,10,10,7,1,"Common, Dwarf, Giant",0,dwarf traits,,cold mountains,,0,0,0,,,"standard (leather, battleaxe, other treasure)",7,Dwarf,0,0,0,"[['battleaxe ', 2]]",0,0,13,0,0,400,0,0,NULL,5,,1,0,14,1,0,2d8+4,6,
0,1,0,,0,,,1,"Intimidate +4, Perception +5, Stealth +6 (+12 in forests)",0,cold,,2,plant,0,4023,0,0,0,0,0,,0,1,0,11,0,0,,+2 Stealth (+6 in forests),15,0,12,13,1,1,,,0,1,2,,0,,"solitary, pair, stand (3-6), or grove (7-12)",0,0,13,,30,0,,0,0,0,0,5,4,0,0,0,1,1,,0,0,0,,0,0,,slam +3 (1d6+3 plus sticky resin),0,1,0,NE,0,5,0,0,Frost Fir,6,2,0,0,0,0,0,,2,,1,AP 67,3,1,0,1,"Power Attack, Skill Focus (Intimidate)B",,0,1,1,1,0,10,10,8,1,"Sylvan, Treant",0,freeze,,cold and temperate forests,,0,0,0,,,standard,8,,0,0,0,"[['slam ', 2]]",0,0,15,0,0,400,0,0,NULL,5,,0,1,16,1,0,2d8+6,9,
0,6,0,,0,,rock +9 (1d8+13),1,"Climb +13, Craft (any one) +7, Intimidate +7, Perception +10, Stealth +2 (+6 in snow)",0,cold,,3,humanoid,0,207,0,0,0,0,0,,0,1,0,10,0,0,,+4 Stealth in snow,29,1,14,21,1,1,,,0,1,4,,1,,"solitary, gang (3-5), band (6-12 plus 35% noncombatants and 1 adept or cleric of 1st-2nd level), raiding party (6-12 plus 35% noncombatants, 1 adept or sorcerer of 3rd-5th level, 1-4 winter wolves, and 2-3 ogres), or tribe (21-30 plus 1 adept, cleric, or sorcerer of 6th-7th level; 1 barbarian or ranger jarl of 7th-9th level; and 15-36 winter wolves, 13-22 ogres, and 1-2 young white dragons)",0,0,21,,40,0,,0,0,0,0,8,4,0,0,0,1,1,,0,0,0,,0,1,,greataxe +18/+13 (3d6+13) or 2 slams +18 (1d8+9),0,2,0,CE,0,10,0,0,Frost Giant,14,9,0,0,0,0,3,giant,1,,2,PFRPG Bestiary,5,1,0,2,"Cleave, Great Cleave, Improved Overrun, Improved Sunder, Martial Weapon Proficiency (greataxe), Power Attack, Skill Focus (Stealth)",,0,9,1,2,0,8,9,13,1,"Common, Giant",0,,"[['rock ', 2]]",cold mountains,,0,0,0,,,"standard (chain shirt, greataxe, other treasure)",15,Giant,0,0,0,"[['greataxe ', 5]]",0,1,133,0,0,"6,400",0,0,NULL,10,,0,1,21,1,0,14d8+70,11,
0,1,0,,0,,longbow +4 (1d8/x3),1,"Perception +3, Stealth +5, Survival +7",0,cold,,2,humanoid,0,2610,0,0,0,0,0,,0,1,0,10,0,0,,,10,0,11,14,1,1,,,0,1,2,,0,,solitary,0,0,15,,30,0,"leather armor, morningstar, longbow, 30 arrows; Other Gear tunic, sack",0,0,0,0,5,4,0,0,0,1,1,,0,0,0,,0,0,,morningstar +3 (1d8),0,1,0,LE,0,5,0,0,Frost Man,5,1,0,0,0,1,2,,3,,1,Tome of Horrors Complete,1,0,0,1,"Blind-Fight, Skill Focus (Survival)",,0,2,1,1,0,11,12,6,1,"Common, Frost Man",0,,"[['longbow ', 2]]",cold hills and underground,,0,0,0,,,standard,7,,0,0,0,"[['morningstar ', 2]]",0,0,22,0,0,600,0,0,NULL,5,,1,0,12,1,0,4d8+4,11,
0,5,0,,0,,,2,"Intimidate +9, Knowledge (religion) +7, Perception +11, Stealth +16",0,cold,,2,undead,0,3243,0,0,0,0,0,,0,1,0,11,0,0,,+8 Stealth,12,0,13,14,1,1,,,0,1,2,,0,,"solitary, pair, gang (3-6), or pack (7-12)",0,0,15,,30,0,,0,0,0,1,5,4,0,0,0,1,2,,0,0,0,,0,0,,slam +4 (1d4+1 plus 1d6 cold plus energy drain),0,1,0,LE,0,5,0,0,Frost Wight,3,1,0,0,0,0,2,,3,,1,PFRPG Bestiary,1,1,0,1,"Blind-Fight, Skill Focus (Perception)",,0,4,1,1,0,11,12,6,2,Common,0,"create spawn, cold",,any,Wight,0,0,0,,,standard,7,Frost,0,0,0,"[['slam ', 1]]",0,0,26,0,0,"1,200",0,0,NULL,5,,0,1,-,1,1,4d8+8,15,
0,10,0,,0,,,1,"Perception +17, Stealth +6 (+14 in ice and snow)",0,cold,,6,magical beast,0,1224,0,0,0,0,0,,0,1,0,2,0,0,,+8 Stealth in ice and snow,31,1,16,24,1,3,,,0,1,6,,0,,solitary,0,0,27,10,30,0,,0,0,0,0,20,4,0,0,0,1,1,,0,0,0,,0,1,,bite +25 (4d10+15 plus 4d6 cold),0,3,0,N,0,10,0,0,Frost Worm,15,10,0,0,0,0,13,,5,,3,PFRPG Bestiary 2,5,0,0,3,"Cleave, Combat Reflexes, Improved Initiative, Iron Will, Power Attack, Skill Focus (Perception), Stand Still, Weapon Focus (bite)",,1,12,1,3,0,11,16,25,1,,0,cold,,cold plains or mountains,,0,0,0,,,incidental,18,,0,0,0,"[['bite ', 5]]",0,1,168,0,0,"19,200",0,0,NULL,15,,0,0,21,1,0,16d10+80,11,
0,9,0,,0,,,1,,0,cold,,2,undead,0,1916,0,0,0,0,0,,0,0,0,-,0,0,,,36,1,10,26,1,1,,,0,1,2,,0,,"solitary, pair, or drove (3-12)",0,0,25,,40,0,,0,0,0,0,20,4,0,0,0,1,1,,0,0,0,,0,1,,"gore +21 (2d8+13 plus 3d6 cold), slam +21 (2d6+13 plus 3d6 cold)",0,1,0,NE,0,15,0,0,Frostfallen Mammoth,5,13,0,0,0,0,5,,2,,1,AP 51,1,0,0,1,ToughnessB,,0,10,1,1,0,9,12,21,1,,0,lifesense,,any cold land,,0,0,0,,,none,19,Frostfallen,0,0,0,"[['gore ', 5], [' slam ', 3]]",0,1,91,0,0,"9,600",0,0,NULL,15,,0,0,-,0,0,14d8+28,12,
0,3,0,,0,,dart +3 (1d2-2),1,"Climb +6, Escape Artist +5, Handle Animal +4, Perception +5, Stealth +13, Swim +10, Use Magic Device +3",0,aquatic,,2,fey,0,2089,1,1,0,0,0,,0,1,0,10,0,0,,+4 Handle Animal,7,0,13,14,1,1,,,0,1,2,,1,,"solitary, pair, mob (3-12), or school (13-20 with 1-3 druids of 1st-3rd level, 1 druid leader of 4th-6th level, and 2-5 reefclaws)",0,0,15,,20,0,,0,0,0,0,3,4,0,0,0,1,1,,0,0,0,,0,0,,2 claws +3 (1d3-2),0,1,0,CE,0,5,0,0,Fuath,1,1,0,0,0,0,3,,1,,1,PFRPG Bestiary 3,1,0,0,1,"Improved Initiative, ToughnessB, Weapon FinesseB",,0,1,1,1,0,13,13,4,1,Aquan,0,amphibious,"[['dart ', 1]]",any water,,1,0,1,,,"standard (6 darts, other treasure)",7,Gremlin,0,0,0,"[['2 claws ', 1]]",0,0,7,0,0,400,0,0,NULL,5,,0,0,12,1,0,1d6+4,8,30
